Company name,Company description,Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility
Texas Instruments,Semiconductor design and manufacturing,Tech Giants,-0.577194635,1.816362511,0.814533252,0.859591254,0.974065494,-0.160360934,-0.58855528,1.690486861,0.365437186
Texas Roadhouse,Steakhouse restaurant chain,Restaurants & Fast Food,0.339059667,,-1.566529301,0.458897809,,0.079228579,,,
Textron,"Aerospace, defence, and industrial manufacturer",Industrials,0.132685762,-0.281802284,-0.072694147,1.238867823,0.196998602,0.437086047,-0.268993637,0.332165124,0.69171709
Thales,French multinational in aerospace and security,Industrials,0.702925783,-1.100980137,0.339429373,0.650447642,-0.014431062,-0.05137058,-0.220232805,0.468772258,-2.004330485
The Cheesecake Factory,Casual dining restaurant chain,Restaurants & Fast Food,-0.060988979,,-0.723811644,0.853766401,,-0.363030623,,,
The Children's Place,Children's apparel and accessories retailer,Specialty Retail & Apparel,-0.003304132,,-0.02245705,-1.018342991,,-0.05670193,,,
The Fresh Market,Fresh-focused grocery store chain,Grocery Stores,-0.200380024,,-1.412235566,-0.6585765,,-1.41627763,,,
The Hartford,Insurance company for home and business,Insurance,-1.653089329,0.333627884,1.393425652,-0.162218582,-0.07043336,0.254329851,,-0.942678988,0.097513226
LEGO,Toy company known for building bricks,Media & Entertainment,-0.006068745,0.12030841,0.197481805,2.041594348,0.742194912,0.699997454,0.604035454,-0.889348853,-0.251801571
The RealReal,Online luxury consignment platform,Specialty Retail & Apparel,0.479170129,,-2.39734715,-2.300048254,,-1.388790802,,,
Thermo Fisher Scientific,Supplier of laboratory equipment and services,Life Sciences & Biopharma,-0.321063981,-0.139389083,-0.226846555,-0.603478592,0.490132674,-0.110067128,-0.218262093,-0.062060611,0.204426564
TIAA,Financial services for education and retirement,Financial Services,0.476099324,-1.182971215,0.275873857,-0.35454498,-1.941514343,-1.504153898,,-0.514999475,-1.522021242
Tiffany & Co.,Luxury jeweler and specialty retailer,Specialty Retail & Apparel,-0.847218838,,-2.856307474,-0.672789154,,-0.899581532,,,
Tillys,Casual fashion retailer targeting young shoppers,Specialty Retail & Apparel,0.354525293,,-0.087823453,-0.683216678,,0.050646413,,,
Tim Hortons,Canadian coffee and fast food chain,Restaurants & Fast Food,0.261336466,,0.385532166,0.655163233,,0.717510264,,,
TJ Maxx,Off-price department store chain,Specialty Retail & Apparel,1.26703519,,0.421963778,0.358751021,,0.539412227,,,
TJX,Off-price retail group based in us,General Retail,1.336078021,,-0.635516226,1.577048899,,0.397768912,,,
TJX Canada,Canadian division of off-price retailer TJX,Specialty Retail & Apparel,0.66797285,,0.787697019,2.495990121,,1.737706038,,,
Toast Inc,Restaurant technology platform for point of sale,Financial Services,-0.350729423,0.122664363,0.083318242,0.984011445,-1.753429651,0.553839648,,-1.598794315,0.365285325
Tommy Hilfiger,American premium clothing brand,Specialty Retail & Apparel,0.312915461,,0.619088955,1.029709768,,0.986906445,,,
Topgolf,Sports entertainment and driving range venue,Travel & Leisure,-0.406568184,,-1.99640421,0.190259699,,-2.653575754,,,
Total Wine & More,Retailer specialising in wine and spirits,Grocery Stores,-2.305728747,,-1.983756148,-0.952394721,,-0.563744341,,,
Toyota,Japanese car manufacturer,Industrials,-1.551560121,0.89274128,0.060812713,-0.105055428,1.042003038,0.273420026,-0.251192656,0.221442747,0.707794438
Tractor Supply,Rural lifestyle retail chain,Specialty Retail & Apparel,0.824065973,,-0.410544866,-0.586812592,,-0.765370328,,,
Trader Joe's,Grocery store chain with a cult following,Grocery Stores,1.008482374,,-0.435092185,1.09852611,,0.872037074,,,
Trane Technologies,Climate innovation and industrial systems,Industrials,0.397225506,0.409614815,0.473045175,0.471701466,0.473594456,0.639624438,-0.034363096,0.650086146,0.40688672
TransPerfect,Language services and technology solutions,Business Services,-0.731278185,-0.996109964,-0.70401844,-0.235455979,0.078049583,-0.850582047,,-0.368153729,0.987438139
TransUnion,Consumer credit reporting agency,Software & IT Services,0.631085153,-0.568006893,-0.394798463,-0.547943471,-0.167922346,-0.375926023,-2.266405437,-0.352152257,-1.599988567
Travelers,Property and casualty insurance,Insurance,-0.643163384,0.459932076,1.339417138,2.249572989,1.115459469,1.526628863,,0.497945234,-0.888368113
Tropical Smoothie Cafe,Smoothie and juice chain,Restaurants & Fast Food,1.373943699,,0.086588022,-1.327796132,,-0.79522821,,,
TruGreen,Provider of lawn care services,Outsourcing & Staffing,-0.774072146,,-0.368458288,-0.696063376,,0.138641194,,,
Truist,American regional bank,Financial Services,-0.473876828,-0.220880515,-0.666054685,-1.622362784,-0.87801058,-1.63531577,,-1.168223754,0.68904839
Twilio,Cloud communications and customer engagement platform,Software & IT Services,0.612794085,-1.226501305,0.012739367,-0.718449987,-4.199693865,-2.777797841,1.058252297,-0.130027787,-0.178053462
Tyler Technologies,Public sector software and services,Software & IT Services,0.684563586,0.21959792,0.385723668,0.926868334,0.193919698,1.056552297,-1.124733051,0.471903021,0.173206695
Tyson Foods,Multinational food processing,Consumer Products,-0.375127042,-0.699333918,-1.045622962,-0.981867769,0.020427703,-0.924896924,,-0.829277621,1.027309529
Ubisoft,French video game developer,Media & Entertainment,1.81852334,-1.627473007,-0.547202872,0.1095079,-0.253240316,-0.737481772,-2.40233608,-1.90855582,-1.245691156
UBS,Swiss multinational investment bank,Financial Services,0.084412041,0.169864523,0.90876937,0.4355899,0.612315003,0.51031725,,0.862747163,-0.682443404
UKG,Workforce management and HR software,Software & IT Services,-0.34056181,-1.092484413,-0.297997806,0.184034582,-0.940335768,-0.89037186,-0.40926895,-1.694351655,0.021479812
Ulta Beauty,Beauty and cosmetics retailer,Specialty Retail & Apparel,-1.209235343,,-0.922729712,-0.492689389,,-1.126189015,,,
Under Armour,Sportswear brand,Specialty Retail & Apparel,1.085310524,,0.881619199,2.092244012,,0.50303549,,,
UniFirst,Uniform and workwear provider,Outsourcing & Staffing,-0.106190185,,-0.329920563,-0.245956933,,-0.01247739,,,
Unilever,Global consumer goods company,Consumer Products,1.048976285,0.383283689,0.764225657,0.288286805,-0.640455371,0.098240095,,-0.048520805,-0.726966424
Union Pacific,American rail freight company,Supply Chain & Logistics,-2.448288335,,-2.783850747,-2.74229669,,-1.709913851,,,
Uniqlo,Japanese casualwear clothing,Specialty Retail & Apparel,-2.516834985,,-0.646509364,-0.644449761,,-1.181124959,,,
United Airlines,Major American airline,Travel & Leisure,0.143815599,,-0.161190314,-0.816521596,,-0.331100785,,,
United Wholesale Mortgage,Michigan-based mortgage lender,Financial Services,-2.852854208,-0.059276954,-2.804813279,-1.532795019,0.79282762,-1.232908291,,-2.521917942,1.649867526
UnitedHealth Group,Healthcare and insurance conglomerate,Insurance,1.273627135,0.201902231,0.085279181,-0.467846221,-0.024648458,0.369292521,,0.219252255,0.413920972
UnitedHealthcare,Health insurance,Insurance,0.435841504,-0.429425524,-0.959209391,-0.353380331,0.404991019,0.482559528,,0.002899764,0.370974146
Unity,Real-time 3D development platform,Media & Entertainment,1.499406991,-1.842114965,-0.57872964,-1.121342997,-3.691855238,-3.629909352,0.333904323,-2.75941527,-0.300244036
Universal Orlando Resort,Theme park in Florida,Travel & Leisure,0.597473656,,0.385102038,1.163378275,,-0.432360639,,,
Unum,Employee benefits and disability insurance,Insurance,-0.94539558,0.271465489,0.383223699,0.609646158,0.337285277,0.354333936,,0.208751862,-0.775396365
UPS,Global package delivery and logistics,Supply Chain & Logistics,-0.369071749,,0.276454222,-0.424624071,,-0.147038471,,,
UPS Supply Chain,Logistics arm of UPS,Supply Chain & Logistics,0.099743842,,0.43352471,-0.218025673,,0.112091756,,,
Urban Outfitters,Lifestyle retail chain for young adults,Specialty Retail & Apparel,0.707342603,,-0.06298094,0.600415669,,0.817573049,,,
US Bancorp,American banking and financial services firm,Financial Services,0.443812371,-0.330287563,0.216741089,-0.740564881,0.369788688,-0.208955334,,-0.435337467,0.972763122
US Postal Service,Independent agency of the American government,Supply Chain & Logistics,-1.922196612,,-2.097016601,-1.844497956,,-2.530595411,,,
USAA,Financial services provider for military families,Insurance,-2.283996218,-0.475512766,-1.606932455,-1.455942297,-1.320954951,-2.587931165,,-2.47469301,-0.628511656
USI Insurance Services,Insurance brokerage and risk management,Insurance,-0.12539423,1.424661523,0.346599202,2.168969077,0.665140771,1.192103544,,0.909704262,0.476765071
Vaco,Talent and consulting services,Outsourcing & Staffing,0.954126056,,1.01647276,0.595300889,,1.142782334,,,
Vail Resorts,Resort and mountain recreation,Travel & Leisure,1.198084463,,-0.57778672,-1.820982609,,-0.757564163,,,
Valvoline Instant Oil Change,Car maintainence services,Specialty Retail & Apparel,-0.822885779,,-0.017023289,-0.896513199,,-1.721056151,,,
Vanguard,Investment management,Financial Services,0.513391506,-0.242954672,0.434645578,-0.380353434,0.188183314,-0.588427939,,-1.009561496,-0.514899277
Vans,Footwear and apparel brand,Specialty Retail & Apparel,-0.447071701,,1.404886117,0.700262545,,0.273145978,,,
Verisk,Data analytics and risk assessment,Software & IT Services,1.150172742,0.681963014,0.222254897,1.135334636,0.402354742,0.601434514,-0.833783069,-0.213462021,-0.551474878
Verizon,Telecommunications giant,Telecommunications,-0.41381381,0.873377405,0.279961238,-0.572255641,0.20303204,0.504528364,,0.61341244,0.372430024
Verkada,Physical security systems provider,Outsourcing & Staffing,-1.668297984,,-2.54479194,0.875097952,,-0.246567249,,,
Viasat,Communications and satellite internet provider,Telecommunications,1.632759678,-1.896059595,0.772690229,1.66066532,-1.892362597,-0.591389163,,0.715155298,-0.689753413
Victoria's Secret,Intimate apparel and lingerie brand,Specialty Retail & Apparel,-1.402708745,,-0.189436023,-0.150227594,,0.264004166,,,
Victra,Telephone company,Specialty Retail & Apparel,-1.378429633,,-1.236238423,-2.431808688,,-1.787509221,,,
Virgin Media,British telecoms and broadband provider,Telecommunications,-0.013332081,-0.224743722,0.05310137,0.417459842,0.031334753,0.201505858,,0.777527094,0.756618945
Visa,Global payments technology company,Financial Services,0.701991707,0.250980459,0.621559389,-0.172422625,-0.688465775,-0.683223057,,-0.387222208,-2.288804441
Vivint,Provider of smart home security solutions,Outsourcing & Staffing,-0.54222858,,-0.769198967,-0.369493335,,0.15441365,,,
VMware,Enterprise cloud computing,Software & IT Services,1.020728395,0.382066341,1.059843186,0.833129584,0.184307947,0.653276875,0.762514121,1.004715029,-1.554040979
Vodafone,British telecommunications firm,Telecommunications,0.564113606,0.73557674,1.323810152,0.947753704,1.144025198,1.473259831,,1.592708051,-1.105321662
Volkswagen,German car manufacturer,Industrials,-0.585287852,1.612683741,0.156228444,-0.101102067,0.67148853,0.566104873,-0.234446856,0.980950227,0.340114707
Volvo Group,Trucks and construction equipment,Industrials,1.067442513,0.387595772,1.814835607,0.14130717,0.707894877,0.750807125,0.909177582,1.414170624,-0.349464863
Waffle House,Restaurant chain famous for breakfast food,Restaurants & Fast Food,-1.240243666,,-1.120235661,-1.828551565,,-0.721660298,,,
wagamama,British restaurant chain,Restaurants & Fast Food,-2.71949621,,0.518799364,0.755707399,,-0.764979575,,,
Waitrose,British supermarket,Grocery Stores,-0.458974572,,1.030829515,1.862014505,,0.350607037,,,
Walgreens,Pharmacy and retail chain,General Retail,-0.094305883,,0.410289185,-0.719973969,,0.502807472,,,
Walmart,Global retail giant,General Retail,0.429586034,,-0.128993153,-0.587218015,,-0.835445083,,,
Walmart Global Tech,Technology division of walmart,Software & IT Services,-0.372317834,0.797458072,0.068168324,-0.712445644,0.875264213,-0.088029495,0.302246045,0.807301156,0.848141712
Walmart Supercenter,Hypermarket and discount store format under walmart,General Retail,-0.119522082,,-1.217388341,-0.824582695,,-1.50017952,,,
Warner Bros Discovery,Media and entertainment company,Media & Entertainment,-0.309846437,-0.621934783,-0.544861721,-0.243965283,-0.591962979,-0.254718962,0.388866938,-0.172526932,0.064876497
Waste Management,Provider of waste and environmental services,Outsourcing & Staffing,0.200166153,,-0.335114854,-0.360297153,,-0.7057749,,,
Wawa,Convenience store chain in the us,Grocery Stores,-0.022192003,,-0.418332994,-0.105406645,,-0.686416122,,,
Wayfair,Online retailer for home goods and furniture,Specialty Retail & Apparel,1.45108736,,-0.411224203,0.090816182,,-2.106997841,,,
Wegmans Food Markets,American supermarket chain,Grocery Stores,1.340768778,,0.631809195,2.342859562,,1.380521871,,,
Wells Fargo,American multinational financial services company,Financial Services,-0.07944716,-0.130618253,-0.792603676,-1.440215541,-0.337286432,-0.931406576,,-0.531364832,0.36613658
Wendy's,Fast-food hamburger chain,Restaurants & Fast Food,0.424867615,,0.344339835,-0.067316334,,0.225705147,,,
Western Digital,Data storage and hard drive manufacturer,Industrials,1.435185403,-0.28382598,0.408736712,0.179129034,-0.353610198,-0.284047112,0.378490774,-0.088998432,0.364874815
WestRock,Defunct American packaging company,Industrials,-0.694733597,-1.009491338,-1.721735713,-1.024075511,-0.10937116,-0.651040254,-1.119242749,0.328711671,0.672734579
Whataburger,Texan fast food chain,Restaurants & Fast Food,0.065531947,,-0.233428883,-0.743522496,,-0.650017313,,,
Whirlpool,Home appliance manufacturer,Industrials,0.134949952,-0.932309758,-0.834785877,-0.701088883,-0.798996943,-0.335485256,-0.929464592,-0.61526019,0.845128552
Whole Foods,Organic and natural foods supermarket,Grocery Stores,0.03410921,,-0.003837004,0.611358322,,0.435807891,,,
Windstream,Telecommunications provider,Telecommunications,1.201420331,-2.640972112,-0.228700382,-0.57970485,-2.10700296,-0.404400385,,-0.966652952,-0.001457752
Wingstop,Restaurant chain specialising in chicken wings,Restaurants & Fast Food,-0.430341919,,-0.183250618,-1.418745352,,-1.313247103,,,
Winn-Dixie,Grocery store chain in the southeastern us,Grocery Stores,1.361839231,,0.463540039,-0.391142585,,0.580439061,,,
Winners,Canadian discount department store chain,Specialty Retail & Apparel,0.381779439,,1.68632773,1.592481863,,2.643355902,,,
Wipro,Indian it and consulting company,Software & IT Services,-0.518796932,-0.419853217,-0.25327059,-1.145253789,0.523782336,-0.287450949,0.327859202,0.297383485,0.406893993
WL Gore,Materials science company known for Gore-tex,Industrials,0.605956973,-3.283064749,-1.308426637,-0.545635587,-4.748208476,-2.95767895,-1.785230051,-2.947417937,-1.440602349
Wolters Kluwer,Information services and publishing company,Software & IT Services,0.273709713,0.410446752,-0.387921639,0.885767178,0.090601417,0.789045966,-2.043868439,0.044297803,-1.209764696
Workday,Enterprise cloud applications provider,Software & IT Services,0.122538086,0.352047753,-0.163276703,1.30884665,-0.025784626,-0.446861811,-0.775329462,-0.227545273,-0.707350345
WTW,Professional services and risk consulting firm,Insurance,-0.416300246,-0.623831127,0.754378538,1.208030704,0.060525388,0.024043572,,0.662077087,-0.017156766
Wyndham Destinations,Vacation ownership and exchange company,Travel & Leisure,1.131406779,,-3.141518956,0.233801483,,-0.733533427,,,
Xerox,Printing and digital document company,Software & IT Services,-0.105000944,0.1857701,-0.142730255,-0.838479225,0.49587935,-0.160284534,-1.55254768,0.493896464,0.481891624
XPO Logistics,Freight transportation and logistics company,Supply Chain & Logistics,-0.194052488,,0.56471289,0.49470581,,-0.09252269,,,
Yellow Freight,Defunct transport company,Supply Chain & Logistics,1.292808424,,0.554315869,0.193318785,,-0.378577396,,,
Zara,Fashion retailer owned by inditex,Specialty Retail & Apparel,-1.831170641,,-0.382651908,-0.380165065,,-1.557479364,,,
Zaxby's,Chicken-focused American chain,Restaurants & Fast Food,1.129353246,,-0.024467522,-0.337684933,,-0.921794937,,,
Zendesk,Customer service software,Software & IT Services,0.443451094,0.254890152,-1.457967739,0.542600073,-1.519114918,-1.932902517,0.377362658,-1.342724844,0.380702316
Zimmer Biomet,Musculoskeletal medical devices,Life Sciences & Biopharma,-0.392109256,0.012323537,0.24689267,-0.695881599,0.201980651,0.419792253,0.425903039,-0.453349135,1.216986112
Zoom Communications,Video conferencing software,Software & IT Services,-0.421769822,-1.1002421,-1.004618098,-0.071228976,-1.927455752,-1.357823807,-0.221188888,-1.445009258,-0.014388622
ZS Associates,Management consulting firm,Business Consulting,-1.562501156,-0.027700921,0.528882872,-0.246519234,0.14833478,-0.972961072,,0.465254377,0.602321476
Zurich Insurance,Global insurance company based in Switzerland,Insurance,1.061592722,0.424285392,0.185164117,0.177534268,0.397153526,-0.145398912,,0.493514353,-1.216405214
